SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
RGD1565616|ENSRNOT00000028842	64.498	59.224	61.003	41.182	41.508	43.379	37.962	32.766	37.256	52.022	49.085
RGD1565622|ENSRNOT00000051887	2.819	2.969	2.898	2.985	2.295	3.687	3.597	2.553	2.738	2.979	3.890
RGD1565685|ENSRNOT00000031808	18.268	16.960	20.623	19.645	17.875	15.475	13.391	17.158	16.891	14.619	17.364
RGD1565685|ENSRNOT00000093745	0.350	0.282	0.000	0.566	0.951	0.000	0.000	0.000	0.832	1.454	0.309
RGD1565767|ENSRNOT00000032528	0.000	0.394	0.233	0.204	0.000	0.190	0.000	0.000	0.157	0.000	0.000
RGD1565784|ENSRNOT00000047111	17.343	18.947	16.963	16.786	19.654	15.385	16.338	16.062	17.719	17.835	17.576
RGD1565785|ENSRNOT00000004977	0.796	0.555	1.115	1.559	1.495	8.571	6.669	5.244	3.661	3.926	6.018
RGD1565844|ENSRNOT00000020999	3.127	2.817	2.657	1.556	3.059	1.816	0.742	1.957	1.956	1.934	1.321
RGD1565989|ENSRNOT00000047544	0.579	0.617	0.583	0.252	0.594	0.471	0.096	0.127	0.099	0.253	0.123
RGD1565989|ENSRNOT00000090861	4.804	7.496	8.175	7.982	7.152	6.054	6.854	8.367	5.006	5.877	7.138
RGD1566099|ENSRNOT00000066601	15.317	14.847	17.771	12.162	12.544	12.156	10.855	11.672	13.817	12.798	10.585
RGD1566138|ENSRNOT00000071110	0.000	0.023	0.668	0.000	0.000	0.000	0.000	0.333	0.339	0.000	0.000
RGD1566159|ENSRNOT00000029656	2.052	2.215	2.853	2.531	2.073	2.279	1.620	1.939	1.407	1.216	2.037
RGD1566265|ENSRNOT00000003188	15.335	15.511	15.777	12.884	14.048	16.134	12.331	14.087	12.797	9.525	12.796
RGD1566359|ENSRNOT00000075725	109.418	114.304	103.811	121.247	113.118	120.118	117.978	117.980	94.831	100.886	102.264
RGD1566373|ENSRNOT00000047773	2.923	2.469	2.904	0.000	0.673	2.394	0.000	0.857	0.000	0.000	0.795
RGD1566386|ENSRNOT00000028927	6.030	6.201	6.818	4.753	5.017	3.935	3.532	5.271	4.816	5.322	5.064
RGD1597339|ENSRNOT00000039991	34.322	36.522	31.224	36.127	47.153	41.497	46.066	35.983	42.631	43.107	46.107
RGD621098|ENSRNOT00000020003	15.283	14.339	13.882	14.639	12.489	13.284	11.923	13.344	12.514	9.836	11.357
RGD621098|ENSRNOT00000085891	3.271	2.435	1.990	1.068	1.022	0.638	1.125	1.079	1.470	2.664	0.803
RGD735065|ENSRNOT00000000631	18.835	18.331	17.446	16.058	17.522	16.636	17.662	16.447	16.154	16.938	18.919
RGD735065|ENSRNOT00000086330	26.356	19.872	21.907	24.539	20.386	31.546	30.282	30.647	26.177	32.559	28.376
RGD735065|ENSRNOT00000093188	1.155	0.000	0.000	0.000	0.589	2.707	1.644	1.440	1.566	2.767	0.000
RGD735065|ENSRNOT00000093377	4.280	4.141	4.369	6.767	7.600	4.342	5.096	3.623	4.534	6.245	8.436
RGD735065|ENSRNOT00000093638	2.133	2.027	2.182	1.608	1.813	1.351	1.384	0.567	0.938	1.345	1.833
RGD735065|ENSRNOT00000093654	0.675	0.988	0.930	0.625	0.973	0.458	0.000	0.547	0.000	0.241	0.897
RGD735065|ENSRNOT00000093736	3.311	2.350	2.305	3.006	3.625	4.571	3.255	3.145	2.185	0.860	2.277
RNaseP_nuc|ENSRNOT00000078521	2.191	0.000	2.176	1.918	0.000	2.686	0.000	0.966	0.693	0.898	0.000
RNaseP_nuc|ENSRNOT00000079484	0.000	0.000	0.000	0.000	0.000	7.760	0.000	2.114	6.069	1.951	1.942
RNaseP_nuc|ENSRNOT00000082467	14.644	7.599	7.829	1.973	5.447	8.291	4.504	9.945	7.836	4.615	7.342
RNaseP_nuc|ENSRNOT00000083397	0.000	0.594	0.000	1.191	0.932	0.000	0.000	0.624	0.000	0.000	0.000
RNaseP_nuc|ENSRNOT00000084406	0.000	1.223	2.889	2.551	0.000	3.579	0.000	1.297	0.000	1.191	0.000
RNaseP_nuc|ENSRNOT00000084517	2.064	0.000	1.730	1.180	1.465	1.762	1.023	2.538	0.970	2.532	3.743
RNaseP_nuc|ENSRNOT00000085777	3.146	2.629	1.558	2.749	0.000	0.000	5.237	4.194	2.975	2.563	0.000
RNase_MRP|ENSRNOT00000090903	15.732	9.200	9.346	6.874	6.511	19.288	6.284	34.950	12.892	12.816	5.115
RT1-A1|ENSRNOT00000041590	0.000	0.000	0.000	0.000	1.412	2.982	4.168	3.198	7.857	11.549	0.000
RT1-A1|ENSRNOT00000080900	2.727	1.970	2.539	1.524	2.957	8.674	4.388	2.079	1.664	1.356	3.148
RT1-A1|ENSRNOT00000082538	0.520	0.370	0.416	1.745	10.039	32.391	17.792	12.065	6.000	4.700	3.359
RT1-A1|ENSRNOT00000089306	0.000	0.000	0.000	0.325	0.065	6.779	3.692	2.705	0.159	1.651	5.920
RT1-A2|ENSRNOT00000052270	4.906	3.849	3.782	2.512	19.730	97.555	57.030	49.967	19.463	44.192	41.516
RT1-Ba|ENSRNOT00000000523	15.402	8.712	18.597	3.134	20.253	72.253	27.492	13.171	27.250	66.489	56.167
RT1-Bb|ENSRNOT00000000525	1.839	0.737	2.323	0.640	5.283	23.836	8.623	4.784	7.720	13.691	11.450
RT1-Bb|ENSRNOT00000082136	6.789	6.161	4.560	1.192	0.000	5.413	1.729	2.224	0.000	2.916	19.171
RT1-CE10|ENSRNOT00000048858	1.213	0.000	1.614	3.470	3.083	9.747	6.685	9.413	4.506	6.952	7.657
RT1-CE10|ENSRNOT00000079494	1.198	0.531	0.521	0.520	8.557	19.169	10.667	8.397	12.799	6.453	3.528
RT1-CE10|ENSRNOT00000084461	1.103	3.463	2.051	0.787	3.796	15.305	9.182	3.800	3.219	8.107	7.152
RT1-CE1|ENSRNOT00000049310	0.206	0.000	0.287	0.615	3.815	14.820	8.648	4.329	1.949	8.333	11.027
RT1-CE1|ENSRNOT00000061027	0.478	0.211	0.687	1.939	1.696	3.072	3.580	5.636	6.304	1.786	4.229
RT1-CE3|ENSRNOT00000050099	0.000	0.000	0.000	0.000	0.317	0.696	0.000	0.842	1.321	0.315	0.473
RT1-CE3|ENSRNOT00000071840	0.364	0.271	0.000	0.000	1.017	0.000	0.196	0.000	0.000	0.241	0.146
RT1-CE4|ENSRNOT00000041151	6.496	7.439	7.582	4.322	7.996	10.501	4.197	2.134	5.559	4.717	6.947
RT1-CE4|ENSRNOT00000047779	1.201	1.424	1.265	1.574	5.446	21.714	14.911	10.921	4.638	9.751	9.106
RT1-CE4|ENSRNOT00000064734	1.256	1.209	0.771	0.771	1.115	1.431	1.282	1.691	1.052	0.789	2.439
RT1-CE4|ENSRNOT00000082497	0.482	0.584	0.779	0.262	1.150	2.541	2.490	1.309	0.925	2.061	1.919
RT1-CE5|ENSRNOT00000060980	7.617	7.592	7.467	8.878	7.739	38.822	19.608	21.445	8.265	14.755	25.722
RT1-CE7|ENSRNOT00000047527	1.603	1.771	1.537	2.385	4.262	8.956	4.527	3.950	5.431	4.265	5.992
RT1-CE7|ENSRNOT00000061114	10.300	12.361	15.762	5.876	4.437	19.029	9.502	9.021	6.261	8.177	20.644
RT1-DMa|ENSRNOT00000072458	37.449	28.399	25.196	52.310	57.724	97.235	152.373	145.326	59.678	83.390	76.518
RT1-DMb|ENSRNOT00000075342	15.327	10.994	8.926	19.768	20.426	60.684	80.078	68.333	31.160	38.292	38.730
RT1-DOa|ENSRNOT00000036966	0.293	0.558	0.375	0.343	0.708	1.159	1.184	0.578	0.393	0.495	0.807
RT1-DOb|ENSRNOT00000000526	0.087	0.437	0.172	0.076	0.119	1.060	1.042	0.535	0.598	1.302	1.783
RT1-Da|ENSRNOT00000048332	17.554	12.621	15.087	4.639	17.644	103.436	39.519	17.914	26.460	62.952	67.265
RT1-Db1|ENSRNOT00000000522	1.164	0.972	4.595	0.000	11.253	52.471	20.057	11.092	20.122	32.455	11.012
RT1-Db1|ENSRNOT00000060327	4.026	2.864	1.646	4.340	0.000	0.000	0.000	0.000	0.000	0.000	17.906
RT1-Db2|ENSRNOT00000042571	0.702	0.353	0.973	0.611	0.000	2.738	1.401	0.493	0.000	2.569	3.583
RT1-Db2|ENSRNOT00000083085	0.561	0.353	0.277	0.610	1.054	0.228	0.746	0.738	0.191	0.256	0.119
RT1-M2|ENSRNOT00000041074	0.099	0.083	0.097	0.000	0.000	2.883	0.459	0.346	0.609	2.601	4.206
RT1-M3-1|ENSRNOT00000000990	11.922	11.390	12.727	9.735	9.116	17.620	15.180	12.228	13.131	15.549	21.172
RT1-M6-1|ENSRNOT00000086007	1.469	1.554	0.840	0.459	1.041	1.033	1.239	1.474	0.962	0.405	0.670
RT1-M6-2|ENSRNOT00000041500	4.109	5.484	2.539	1.543	2.212	2.896	1.518	2.107	1.357	1.615	1.794
RT1-M6-2|ENSRNOT00000079838	0.475	0.317	0.411	0.000	0.586	0.840	0.422	0.000	0.402	0.341	0.000
RT1-N2|ENSRNOT00000050159	8.207	7.819	13.420	3.602	1.291	1.933	1.503	1.343	0.954	1.991	4.767
RT1-N2|ENSRNOT00000084770	14.575	16.999	15.521	5.509	1.651	2.166	3.356	4.112	4.293	1.837	8.918
RT1-N3|ENSRNOT00000001035	6.714	7.828	10.335	4.681	3.521	11.091	6.531	4.539	3.290	3.140	5.518
RT1-S2|ENSRNOT00000042882	1.811	1.657	0.673	4.578	1.249	3.440	3.363	2.656	1.638	1.453	1.772
RT1-S2|ENSRNOT00000082880	2.236	2.801	1.048	3.334	0.992	1.769	0.458	1.101	0.688	1.388	3.038
RT1-S3|ENSRNOT00000001036	84.837	90.942	110.177	69.012	24.701	111.166	55.727	43.014	25.933	34.465	74.392
RT1-S3|ENSRNOT00000082116	6.043	12.418	8.372	7.683	4.145	11.749	1.931	3.659	1.283	1.359	2.376
RT1-T24-1|ENSRNOT00000041502	3.513	3.263	0.000	1.133	1.303	5.813	4.299	2.489	1.933	1.506	3.164
RT1-T24-1|ENSRNOT00000089044	4.575	5.000	8.479	1.661	0.721	0.000	0.000	0.000	0.214	0.000	0.000
RT1-T24-3|ENSRNOT00000070903	31.089	34.655	34.712	11.751	3.635	32.343	15.710	10.907	5.540	10.205	28.842
RT1-T24-3|ENSRNOT00000078454	0.557	0.254	0.000	0.000	0.000	0.531	0.000	0.587	0.000	0.000	0.000
RT1-T24-3|ENSRNOT00000082449	6.412	7.807	7.696	2.856	2.096	4.600	1.739	2.856	1.449	2.444	2.916
RT1-T24-3|ENSRNOT00000092423	3.265	4.961	4.344	1.762	1.937	3.007	0.698	0.506	0.502	0.403	1.027
RT1-T24-4|ENSRNOT00000047439	36.681	41.901	46.578	28.247	7.966	42.180	23.348	16.119	9.120	16.518	40.698
Rab10|ENSRNOT00000071425	144.634	121.395	144.328	130.957	138.341	149.793	129.446	114.577	129.933	147.174	147.373
Rab11a|ENSRNOT00000015598	79.778	81.983	88.292	85.593	90.587	86.234	73.213	70.168	81.307	82.233	86.435
Rab11b|ENSRNOT00000010197	208.398	224.751	227.065	225.414	199.589	158.812	154.556	175.708	194.931	168.610	180.047
Rab11fip1|ENSRNOT00000078128	1.105	0.650	0.706	0.407	0.448	0.664	1.147	0.696	0.461	0.603	1.060
Rab11fip1|ENSRNOT00000086082	0.840	0.414	0.589	0.380	0.637	0.687	1.259	0.501	0.755	0.480	1.233
Rab11fip2|ENSRNOT00000012734	15.001	15.670	16.279	15.194	11.751	10.389	10.021	10.543	11.905	10.013	11.505
Rab11fip3|ENSRNOT00000027439	31.421	33.752	32.786	24.447	26.046	15.363	13.247	17.006	21.524	16.635	17.639
Rab11fip4|ENSRNOT00000018986	45.871	59.349	56.511	38.282	34.956	17.306	19.003	26.855	34.647	25.372	27.628
Rab11fip5|ENSRNOT00000086720	16.158	21.138	19.473	16.742	18.038	14.658	13.863	16.238	13.648	11.831	12.059
Rab11fip5|ENSRNOT00000091374	50.993	68.482	63.111	49.845	48.195	41.906	44.821	53.703	44.075	39.121	39.349
Rab12|ENSRNOT00000026177	43.949	47.248	45.278	46.750	46.329	48.799	46.782	46.885	56.228	56.392	54.616
Rab13|ENSRNOT00000022627	24.558	14.745	17.128	31.913	30.780	73.566	60.701	41.107	39.782	59.003	68.701
Rab13|ENSRNOT00000092112	15.010	16.013	16.385	28.739	28.950	72.823	48.481	44.361	36.205	58.654	53.979
Rab14|ENSRNOT00000025649	67.824	66.851	72.399	63.257	60.460	68.481	58.486	56.376	59.592	61.346	64.683
Rab14|ENSRNOT00000092787	68.858	74.023	71.667	75.622	68.766	68.078	73.656	70.559	68.119	70.277	74.430
Rab15|ENSRNOT00000010043	24.036	29.786	24.919	24.298	22.524	26.094	22.451	31.130	17.858	13.230	16.185
Rab18|ENSRNOT00000025828	143.658	128.694	142.771	169.394	157.726	151.099	125.723	123.988	159.626	166.848	170.466
Rab19|ENSRNOT00000012280	0.140	0.078	0.185	0.122	0.032	0.190	0.218	0.205	0.032	0.041	0.280
Rab1a|ENSRNOT00000021040	37.862	41.447	41.397	49.646	47.447	51.065	48.329	42.112	46.516	45.760	47.128
Rab1a|ENSRNOT00000078710	2.493	4.547	2.303	1.828	1.194	2.087	1.185	2.901	0.525	3.580	2.584
Rab1a|ENSRNOT00000084481	188.355	195.664	200.226	211.493	213.073	253.515	238.303	226.223	199.876	210.605	225.363
Rab1b|ENSRNOT00000042711	108.406	103.585	96.316	97.035	104.272	96.430	99.887	96.710	99.568	105.326	99.654
Rab20|ENSRNOT00000031109	2.331	2.778	2.164	3.627	4.631	7.633	10.299	8.871	4.041	7.233	7.674
Rab21|ENSRNOT00000005258	111.647	105.196	124.405	105.552	108.288	91.059	82.712	83.164	92.630	99.121	89.972
Rab22a|ENSRNOT00000064400	28.475	29.159	25.018	24.707	24.445	22.933	24.041	23.585	21.219	23.871	23.288
Rab22a|ENSRNOT00000079113	6.740	7.655	7.776	5.999	6.292	4.952	4.614	4.433	5.255	4.794	5.271
Rab23|ENSRNOT00000016933	3.417	2.635	2.653	2.893	4.352	3.138	3.297	0.830	4.588	4.491	1.943
Rab23|ENSRNOT00000090385	21.189	18.904	19.800	16.204	16.557	16.241	13.317	14.751	13.269	15.066	15.774
Rab25|ENSRNOT00000032355	0.000	0.264	0.104	0.092	0.000	0.342	0.140	0.277	0.072	0.185	0.449
Rab26|ENSRNOT00000004249	12.093	15.516	13.150	10.048	11.349	7.676	6.823	9.223	13.373	10.900	9.864
Rab27a|ENSRNOT00000083957	11.984	7.955	8.156	6.849	8.934	24.810	26.119	19.843	14.216	22.919	20.989
Rab27b|ENSRNOT00000016369	12.736	12.806	12.829	11.990	11.653	5.988	7.038	12.239	12.626	7.910	7.258
Rab28|ENSRNOT00000041310	44.471	38.740	40.351	33.920	35.483	28.123	28.494	28.651	39.696	39.432	36.257
Rab28|ENSRNOT00000081033	37.377	33.457	41.259	36.614	42.803	36.801	35.117	34.519	37.677	43.290	41.914
Rab29|ENSRNOT00000073669	12.537	10.304	12.806	11.792	12.239	20.940	16.980	15.377	13.147	16.452	15.805
Rab29|ENSRNOT00000084259	5.644	6.065	6.334	4.220	6.198	9.016	8.473	7.680	5.924	7.150	9.929
Rab2a|ENSRNOT00000008522	431.099	424.741	434.985	385.405	385.210	332.281	320.676	346.451	349.401	326.509	345.283
Rab2b|ENSRNOT00000060467	42.695	41.713	44.887	45.279	42.113	40.007	35.777	39.003	41.005	48.314	45.316
Rab30|ENSRNOT00000013851	16.086	11.140	14.703	11.313	11.819	9.062	8.337	10.287	9.151	11.869	10.644
Rab30|ENSRNOT00000092066	16.084	16.637	14.790	17.546	13.110	13.826	10.336	10.921	11.818	14.475	12.018
Rab31|ENSRNOT00000067974	54.295	47.112	45.704	50.255	56.475	112.079	93.343	88.899	61.734	80.524	87.142
Rab32|ENSRNOT00000019121	4.001	3.075	3.807	7.344	10.901	37.013	29.643	24.073	11.669	17.546	20.052
Rab33a|ENSRNOT00000008868	36.713	30.871	31.612	38.490	36.270	18.082	17.882	24.282	25.539	28.519	20.990
Rab33b|ENSRNOT00000017396	14.222	13.174	13.491	12.302	13.934	12.169	10.499	12.005	10.840	10.930	12.375
Rab34|ENSRNOT00000037016	30.816	31.269	28.720	36.106	37.658	47.917	48.074	40.061	40.272	39.271	51.005
Rab35|ENSRNOT00000030031	42.420	47.491	48.826	46.955	48.066	49.065	47.739	47.737	44.721	38.145	45.270
Rab36|ENSRNOT00000001772	15.985	16.292	13.229	10.585	6.647	7.695	7.055	6.103	8.543	10.026	13.211
Rab37|ENSRNOT00000086469	44.441	23.099	28.576	25.836	24.334	15.750	14.355	17.326	22.033	39.072	21.557
Rab38|ENSRNOT00000022538	2.103	2.185	2.724	1.515	1.436	3.476	2.510	2.993	1.999	1.600	3.411
Rab39a|ENSRNOT00000011913	13.007	12.722	15.366	12.642	11.014	9.478	7.643	9.138	9.754	9.001	9.289
Rab3a|ENSRNOT00000026391	401.041	489.208	489.026	411.620	351.276	121.696	142.369	257.076	350.248	228.265	216.386
Rab3b|ENSRNOT00000010645	62.957	68.524	45.698	55.131	52.880	28.083	42.096	41.835	59.559	53.534	44.379
Rab3c|ENSRNOT00000015871	32.379	42.705	44.020	33.681	26.184	15.043	14.688	20.253	24.861	17.808	20.015
Rab3c|ENSRNOT00000086851	14.367	9.605	15.314	11.523	1.731	0.000	3.035	1.371	5.136	2.062	3.905
Rab3d|ENSRNOT00000015609	4.992	5.681	5.631	4.945	6.278	6.210	8.188	6.265	5.854	4.621	6.495
Rab3gap1|ENSRNOT00000005289	45.557	47.087	51.408	28.488	38.653	29.265	30.374	30.947	31.300	30.789	28.759
Rab3gap1|ENSRNOT00000082439	3.501	3.800	2.829	14.242	1.681	1.824	1.311	1.966	1.902	2.399	2.268
Rab3gap2|ENSRNOT00000003216	5.093	5.961	7.334	5.190	5.852	5.960	5.127	5.692	4.753	4.109	5.092
Rab3gap2|ENSRNOT00000034888	18.001	21.832	19.725	18.281	17.415	15.339	14.025	14.489	15.356	14.098	15.551
Rab3il1|ENSRNOT00000027611	17.777	17.191	18.844	24.876	24.158	65.764	60.336	47.423	28.250	29.722	37.810
Rab3ip|ENSRNOT00000007258	19.061	21.168	19.319	16.433	16.633	15.276	13.965	16.633	15.834	14.067	15.127
Rab3ip|ENSRNOT00000081599	0.235	0.157	0.566	0.318	0.429	0.591	0.000	0.447	0.268	0.372	0.195
Rab40b|ENSRNOT00000054917	5.270	6.099	5.628	4.864	3.961	2.854	3.261	3.601	5.151	3.768	4.605
Rab40c|ENSRNOT00000027266	18.295	17.189	18.504	14.950	14.875	15.930	15.838	15.725	14.460	17.447	17.495
Rab42|ENSRNOT00000090736	2.620	3.304	4.761	2.851	2.691	8.518	6.240	3.635	4.711	4.351	4.246
Rab43|ENSRNOT00000013299	14.472	11.925	12.756	11.645	12.719	27.772	26.705	24.762	17.554	19.201	24.143
Rab44|ENSRNOT00000002553	1.087	0.644	0.403	0.670	0.835	1.693	1.720	1.910	0.658	0.682	1.437
Rab4a|ENSRNOT00000049337	83.270	79.008	77.809	64.663	62.741	44.884	44.288	54.616	62.515	61.467	49.795
Rab4b|ENSRNOT00000002052	100.853	99.477	99.256	119.757	103.673	75.078	72.028	84.344	86.029	85.203	82.764
Rab5a|ENSRNOT00000084261	137.870	121.324	137.445	132.566	130.114	111.250	109.087	117.758	129.040	125.888	118.051
Rab5b|ENSRNOT00000061878	124.934	135.886	131.413	119.946	115.568	111.753	104.254	109.251	114.527	111.697	114.147
Rab5c|ENSRNOT00000030344	120.232	111.687	113.099	125.657	136.825	184.731	175.348	149.670	139.662	154.375	154.050
Rab5if|ENSRNOT00000027539	79.113	74.572	74.821	91.458	110.136	90.410	99.763	87.196	82.292	80.031	83.169
Rab6a|ENSRNOT00000025104	148.434	147.181	169.437	182.200	168.490	112.120	97.223	108.530	126.661	121.552	119.153
Rab6a|ENSRNOT00000087534	136.981	170.665	174.252	189.434	163.532	107.324	100.018	113.924	137.687	135.814	123.886
Rab6b|ENSRNOT00000012219	142.703	173.063	182.771	139.780	120.996	52.182	57.341	87.323	106.204	69.710	72.794
Rab6b|ENSRNOT00000081952	143.216	169.096	168.511	137.595	112.300	55.012	59.214	92.778	91.913	63.178	61.999
Rab7a|ENSRNOT00000016432	249.714	234.823	241.645	227.103	241.953	249.421	241.428	227.603	233.331	247.389	255.278
Rab7a|ENSRNOT00000077624	2.336	3.897	4.452	2.691	2.728	5.511	3.736	3.011	0.863	1.768	2.076
Rab7b|ENSRNOT00000009280	11.933	6.858	7.404	14.018	10.612	20.874	18.700	14.417	10.928	21.719	21.205
Rab8a|ENSRNOT00000020748	43.971	39.504	37.532	38.619	42.927	59.496	53.450	49.609	41.816	45.203	49.654
Rab8b|ENSRNOT00000024286	16.132	16.603	17.423	20.546	21.322	29.104	24.970	19.958	15.339	18.070	22.529
Rab9a|ENSRNOT00000050018	24.517	25.524	26.974	31.207	28.470	33.034	30.718	27.482	26.815	25.623	26.686
Rab9b|ENSRNOT00000074140	26.673	29.434	31.542	27.133	22.033	10.163	11.641	17.229	21.570	15.503	15.543
Rabac1|ENSRNOT00000027435	344.461	336.812	308.159	320.454	323.837	285.540	313.989	361.985	347.599	380.148	364.625
Rabep1|ENSRNOT00000041443	58.115	60.438	64.985	30.524	58.253	46.751	36.596	41.555	59.633	56.248	56.320
Rabep2|ENSRNOT00000025043	12.532	12.938	11.116	11.615	12.138	13.613	11.868	12.103	11.391	10.860	14.434
Rabepk|ENSRNOT00000025194	23.351	26.122	24.959	19.465	21.545	14.869	15.896	16.995	18.824	18.367	18.580
Rabgap1l|ENSRNOT00000003671	8.523	8.650	8.652	7.269	6.532	7.886	7.230	6.301	6.893	7.109	8.038
Rabgap1|ENSRNOT00000013378	24.180	25.628	24.953	21.452	20.084	18.727	17.523	17.200	19.267	19.320	21.078
Rabgef1|ENSRNOT00000001196	16.047	15.248	18.286	16.433	18.006	12.213	12.847	15.377	14.449	13.184	14.260
Rabggta|ENSRNOT00000048455	18.527	19.977	18.162	17.548	17.548	12.330	11.409	14.102	14.726	13.057	13.738
Rabggtb|ENSRNOT00000065997	71.602	70.114	63.465	77.388	82.905	68.064	70.022	65.422	68.798	66.396	72.081
Rabif|ENSRNOT00000073716	6.926	7.016	7.093	11.538	6.612	12.617	10.420	10.436	7.904	8.604	8.837
Rabl2|ENSRNOT00000044262	10.558	12.774	13.345	10.167	11.415	7.141	7.351	7.015	9.408	8.202	8.630
Rabl3|ENSRNOT00000031741	9.345	9.641	8.882	8.397	8.736	7.386	6.290	6.157	6.952	7.775	6.266
Rabl6|ENSRNOT00000065410	79.951	91.859	86.157	65.445	65.225	47.319	44.096	53.239	61.885	56.206	50.926
Rac1|ENSRNOT00000001417	287.187	248.958	270.481	282.259	291.426	288.124	259.083	238.002	234.048	263.466	264.950
Rac1|ENSRNOT00000087094	0.188	0.320	1.153	0.177	0.960	0.639	0.140	0.000	0.134	0.000	0.318
Rac1|ENSRNOT00000092558	373.289	357.276	309.622	381.812	379.905	367.673	365.476	398.504	305.880	374.407	340.829
Rac1|ENSRNOT00000092628	2.350	1.974	2.134	2.216	1.072	2.228	1.042	2.918	1.722	0.851	1.659
Rac2|ENSRNOT00000009994	10.368	6.720	6.088	17.164	25.290	68.915	80.227	64.622	23.671	27.776	36.255
Rac3|ENSRNOT00000073886	63.531	69.761	59.917	66.704	53.389	26.143	31.094	41.676	52.552	41.682	44.724
Racgap1|ENSRNOT00000071885	3.944	3.189	2.810	3.573	3.398	9.666	8.957	6.108	4.394	3.413	3.884
Rack1|ENSRNOT00000084232	279.398	254.283	227.723	307.173	373.989	511.827	574.811	482.877	397.148	427.951	445.097
Rack1|ENSRNOT00000089829	0.316	0.259	0.308	0.342	0.161	0.193	0.213	0.208	0.272	0.278	0.471
Rad17|ENSRNOT00000024801	6.752	5.673	6.875	6.569	7.113	8.299	7.402	7.455	6.504	7.462	8.436
Rad18|ENSRNOT00000066468	5.375	4.854	6.395	6.760	6.453	5.674	5.435	4.723	4.511	5.286	4.475
Rad1|ENSRNOT00000024557	5.841	7.105	6.853	6.778	7.500	5.569	6.844	6.703	5.631	5.770	6.592
Rad21l1|ENSRNOT00000055455	0.738	0.720	0.851	0.910	0.588	0.999	0.655	1.080	0.552	0.924	1.368
Rad21|ENSRNOT00000006209	59.767	54.587	55.279	46.367	53.003	57.992	54.297	48.565	53.962	52.427	53.883
Rad23a|ENSRNOT00000004042	32.062	30.266	28.223	32.628	33.822	25.788	27.243	26.938	25.744	24.926	25.827
Rad23a|ENSRNOT00000084123	28.321	27.999	26.098	24.798	31.397	24.984	25.503	27.643	33.095	33.478	31.692
Rad23b|ENSRNOT00000021629	94.441	105.027	110.719	123.040	117.538	105.269	103.568	106.449	98.172	87.319	93.750
Rad50|ENSRNOT00000063772	9.909	10.481	10.309	10.424	10.406	11.543	10.396	10.187	9.259	9.043	11.127
Rad51ap1|ENSRNOT00000088333	2.412	3.236	2.731	3.718	2.916	4.492	3.982	2.870	2.259	2.313	2.885
Rad51b|ENSRNOT00000087132	3.527	2.255	3.659	1.901	2.528	3.685	2.904	2.946	2.624	4.686	4.419
Rad51c|ENSRNOT00000008846	2.153	2.458	1.964	1.730	2.148	2.759	2.868	2.765	1.864	2.202	1.704
Rad51d|ENSRNOT00000038376	10.737	10.809	10.756	8.817	9.857	8.662	7.704	8.571	9.062	9.987	8.917
Rad51|ENSRNOT00000056432	3.719	3.716	3.719	3.986	4.550	4.495	4.771	3.426	3.546	2.570	2.410
Rad52|ENSRNOT00000013070	0.845	0.961	1.046	0.861	0.730	0.784	1.136	2.407	0.514	0.000	1.704
Rad52|ENSRNOT00000076062	3.653	2.368	1.018	2.231	0.249	1.513	0.479	1.570	1.458	1.656	2.143
Rad52|ENSRNOT00000076733	3.623	2.498	2.279	0.000	0.166	2.820	1.231	1.694	0.793	2.280	3.648
Rad52|ENSRNOT00000076930	6.925	4.854	4.713	2.637	6.033	5.840	3.326	4.942	1.849	2.800	6.334
Rad52|ENSRNOT00000084520	3.547	4.236	4.230	3.422	3.878	4.588	2.731	1.814	2.884	3.388	2.745
Rad54b|ENSRNOT00000061370	0.258	0.359	0.198	0.175	0.293	0.396	0.515	0.176	0.239	0.254	0.148
Rad54l2|ENSRNOT00000018475	4.137	3.347	4.571	3.171	3.886	4.334	3.957	3.863	2.756	3.404	3.458
Rad54l|ENSRNOT00000018004	1.026	1.058	0.980	1.369	1.634	1.640	1.982	1.533	1.067	0.789	1.790
Rad9a|ENSRNOT00000025317	17.798	18.336	16.771	11.841	15.533	13.857	13.149	14.072	13.635	13.370	15.596
Rad9b|ENSRNOT00000048454	2.410	1.918	2.789	1.637	1.927	3.200	3.405	2.634	1.949	2.963	2.769
Radil|ENSRNOT00000033998	6.005	7.030	5.956	4.277	4.668	3.170	2.717	3.051	4.151	2.812	4.329
Radx|ENSRNOT00000014811	0.242	0.061	0.120	0.190	0.165	0.315	0.355	0.410	0.185	0.301	0.354
Rae1|ENSRNOT00000038182	27.143	27.965	28.897	27.030	27.065	25.621	23.016	28.525	24.587	24.687	26.345
Raet1e|ENSRNOT00000062027	0.463	0.000	0.000	0.000	0.127	0.301	0.863	0.569	0.318	0.163	0.079
Raf1|ENSRNOT00000013831	32.268	34.189	33.590	31.388	32.117	49.000	39.201	36.881	28.944	31.284	37.091
Rag2|ENSRNOT00000006097	0.211	0.265	0.157	0.230	0.252	0.086	0.282	0.232	0.110	0.094	0.113
Rai14|ENSRNOT00000040348	0.463	1.064	0.296	1.006	1.207	0.900	0.704	0.745	0.633	0.001	1.408
