SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
Nsfl1c|ENSRNOT00000011654	152.657	160.654	158.706	174.236	181.613	126.692	125.675	152.695	158.120	147.595	144.127
Nsf|ENSRNOT00000006361	281.356	348.539	380.688	282.574	255.363	104.114	113.764	183.409	224.972	149.174	141.493
Nsf|ENSRNOT00000087824	0.000	1.453	0.000	0.000	0.000	0.000	2.828	8.144	0.000	0.000	0.508
Nsg1|ENSRNOT00000008030	196.225	244.286	252.135	255.452	208.885	132.437	138.031	213.367	210.022	160.783	154.273
Nsg2|ENSRNOT00000028069	147.526	156.585	149.368	138.406	114.190	62.893	78.833	105.982	126.414	120.513	118.662
Nsl1|ENSRNOT00000068623	1.751	1.126	1.287	1.876	2.513	3.320	3.349	1.815	2.020	1.591	2.156
Nsmaf|ENSRNOT00000089666	10.047	11.161	9.653	9.719	9.942	13.587	10.694	10.349	9.262	7.918	10.705
Nsmce1|ENSRNOT00000055034	25.694	18.351	27.888	20.637	27.098	24.893	26.166	23.442	23.862	21.152	27.805
Nsmce1|ENSRNOT00000089464	8.204	8.779	3.522	8.166	9.246	7.912	6.824	7.602	11.323	14.222	9.780
Nsmce2|ENSRNOT00000005376	8.936	7.027	10.565	10.254	14.671	19.247	16.532	14.764	9.610	10.071	14.246
Nsmce2|ENSRNOT00000086039	6.914	11.382	8.127	7.131	8.164	9.187	9.575	5.242	10.945	12.338	7.793
Nsmce4a|ENSRNOT00000027721	42.539	35.070	42.253	43.079	41.696	38.184	37.683	33.814	40.512	41.184	40.680
Nsmf|ENSRNOT00000012129	12.373	14.305	15.441	12.650	14.126	4.077	5.347	7.838	11.997	8.116	7.708
Nsmf|ENSRNOT00000042100	42.189	51.820	48.837	37.449	39.207	22.977	19.830	25.428	35.789	28.110	29.376
Nsmf|ENSRNOT00000048137	11.774	15.243	13.901	12.630	12.940	9.797	8.199	8.043	10.164	11.009	12.427
Nsmf|ENSRNOT00000048353	4.810	4.783	4.832	5.560	4.169	2.276	1.612	2.562	3.668	1.591	1.865
Nsmf|ENSRNOT00000061303	4.998	3.022	2.965	1.954	2.139	1.474	2.003	1.781	1.565	1.587	2.581
Nsrp1|ENSRNOT00000030749	10.710	10.516	11.324	10.700	10.607	10.777	11.199	11.017	9.740	9.787	11.224
Nsun2|ENSRNOT00000023641	4.987	6.116	6.176	6.087	6.819	5.134	4.649	5.313	5.270	4.989	4.181
Nsun2|ENSRNOT00000090884	24.609	26.026	26.150	26.308	32.035	24.601	24.286	22.635	24.282	23.907	22.683
Nsun3|ENSRNOT00000082034	2.265	3.496	3.596	2.924	1.890	1.257	1.927	1.915	1.805	1.810	2.151
Nsun4|ENSRNOT00000016714	8.725	7.746	8.371	7.659	7.416	8.437	6.508	7.372	7.057	6.833	6.822
Nsun5|ENSRNOT00000001970	14.047	16.036	14.987	14.339	17.302	10.827	11.232	12.223	14.853	11.191	12.078
Nsun6|ENSRNOT00000025046	4.039	3.459	3.606	3.303	3.554	2.886	3.953	3.035	3.063	2.757	3.294
Nsun7|ENSRNOT00000039835	3.717	3.138	3.417	2.050	2.260	1.555	1.078	1.617	2.269	1.697	1.673
Nt5c1a|ENSRNOT00000020524	5.898	6.106	6.291	4.998	4.505	3.657	4.805	3.953	5.932	4.791	5.706
Nt5c2|ENSRNOT00000027351	41.751	38.293	40.291	30.870	34.677	41.549	47.775	48.309	40.371	35.441	37.034
Nt5c3a|ENSRNOT00000058703	22.558	24.766	25.787	24.795	28.804	16.474	20.560	19.771	22.356	21.491	19.590
Nt5c3a|ENSRNOT00000083491	7.851	10.235	12.114	6.807	6.578	7.838	4.374	5.928	5.285	4.787	5.083
Nt5c3b|ENSRNOT00000022430	14.028	19.220	18.741	16.260	14.070	10.078	10.582	12.608	13.670	12.514	12.130
Nt5c3b|ENSRNOT00000076625	10.055	9.638	12.327	13.818	15.015	11.498	9.419	11.979	14.537	10.136	10.783
Nt5c3b|ENSRNOT00000080006	0.348	0.173	0.512	1.121	0.275	0.150	0.341	0.503	0.140	0.360	0.492
Nt5c|ENSRNOT00000004853	5.175	6.785	4.484	9.292	9.624	21.686	22.157	19.574	11.106	10.584	13.048
Nt5dc1|ENSRNOT00000000657	4.359	5.078	4.271	4.104	2.658	4.558	3.284	4.145	2.427	2.725	3.126
Nt5dc2|ENSRNOT00000024840	8.421	8.593	6.435	7.426	8.931	25.180	25.905	14.351	12.024	13.158	17.021
Nt5dc3|ENSRNOT00000031871	17.636	20.717	18.805	16.607	14.899	10.631	10.882	10.586	12.657	8.833	8.994
Nt5e|ENSRNOT00000015057	9.402	8.419	8.424	11.772	13.921	33.438	33.510	26.058	14.961	13.166	16.841
Nt5m|ENSRNOT00000004448	15.297	15.802	18.422	12.889	12.450	10.182	9.750	13.790	14.784	13.271	12.449
Ntan1|ENSRNOT00000077695	0.000	0.000	0.000	0.440	0.522	1.038	0.559	0.224	0.000	0.228	0.455
Ntan1|ENSRNOT00000088075	27.477	30.466	30.962	16.056	26.131	17.561	14.972	17.001	23.416	24.976	22.883
Ntan1|ENSRNOT00000093197	5.966	9.306	7.804	4.475	6.810	7.514	6.012	5.329	2.588	6.553	8.576
Ntan1|ENSRNOT00000093338	56.375	99.368	89.660	93.091	92.788	74.048	105.072	104.653	68.339	74.274	77.636
Ntan1|ENSRNOT00000093456	0.000	0.000	0.000	0.000	0.000	0.147	0.833	1.119	0.941	0.000	0.998
Ntan1|ENSRNOT00000093598	65.021	69.561	66.111	74.414	72.076	77.509	79.414	67.972	75.446	72.676	71.277
Ntan1|ENSRNOT00000093629	65.097	57.215	52.983	53.973	51.094	42.976	38.001	50.272	51.778	55.167	53.140
Ntf3|ENSRNOT00000026685	0.329	0.000	0.407	0.000	0.056	0.180	0.000	0.072	0.000	0.073	0.070
Ntf4|ENSRNOT00000028194	0.322	0.337	0.080	0.280	0.165	0.262	0.590	0.212	0.222	0.568	0.275
Nthl1|ENSRNOT00000016490	10.217	9.022	7.257	10.671	12.565	9.888	10.634	10.194	9.253	10.384	11.184
Ntmt1|ENSRNOT00000035805	21.546	25.065	23.529	27.940	31.210	22.360	23.673	24.009	22.255	22.794	25.062
Ntm|ENSRNOT00000035454	29.467	34.724	38.966	28.402	21.697	15.045	12.857	18.806	23.814	18.811	22.091
Ntn1|ENSRNOT00000005255	23.219	12.584	12.408	8.572	9.755	11.345	26.271	11.601	12.193	11.156	13.073
Ntn3|ENSRNOT00000009735	3.474	4.206	4.024	3.405	2.535	2.239	3.244	2.842	3.042	2.867	3.253
Ntn4|ENSRNOT00000007412	8.389	10.738	8.370	6.673	9.429	3.413	5.241	8.083	6.271	4.901	6.051
Ntn4|ENSRNOT00000084185	3.615	4.497	4.243	2.847	2.830	3.403	2.882	3.011	3.016	1.722	3.067
Ntn5|ENSRNOT00000028524	0.592	0.433	0.366	0.258	0.152	0.180	0.345	0.260	0.255	0.196	0.127
Ntng1|ENSRNOT00000066218	4.553	5.783	6.449	4.622	2.918	2.429	2.144	2.425	4.008	2.512	2.705
Ntng2|ENSRNOT00000045919	4.213	5.368	3.247	3.419	3.193	4.738	3.365	3.546	2.506	2.563	5.566
Ntng2|ENSRNOT00000082489	6.642	8.357	6.798	4.352	5.712	7.769	5.245	3.960	4.841	4.158	6.645
Ntpcr|ENSRNOT00000026965	45.513	47.643	43.469	40.789	36.712	33.424	34.102	34.918	46.188	44.505	40.243
Ntrk1|ENSRNOT00000018961	2.489	2.850	2.680	2.552	2.127	1.013	3.467	2.287	2.439	1.203	3.711
Ntrk2|ENSRNOT00000042145	10.174	13.951	12.440	10.480	8.972	4.830	3.616	6.554	6.321	4.720	5.155
Ntrk2|ENSRNOT00000082611	7.780	12.292	12.552	9.782	7.939	4.251	4.491	6.840	7.645	4.572	3.610
Ntrk2|ENSRNOT00000090914	104.475	105.715	112.615	81.202	73.598	79.599	52.318	57.859	89.897	96.230	99.569
Ntrk3|ENSRNOT00000025536	15.383	16.498	15.156	12.128	9.898	9.484	7.291	6.430	10.196	8.103	8.903
Ntrk3|ENSRNOT00000041839	3.794	5.156	4.806	4.547	4.338	2.236	1.878	2.701	3.151	2.662	2.934
Ntrk3|ENSRNOT00000045165	0.829	0.726	0.604	0.264	0.525	0.228	0.452	0.532	0.859	0.796	0.334
Ntrk3|ENSRNOT00000046849	0.290	0.153	0.343	1.258	0.225	0.367	0.126	0.302	0.142	0.000	0.000
Ntsr1|ENSRNOT00000039780	3.733	3.014	2.889	2.151	2.323	0.934	1.509	1.552	1.943	1.232	1.206
Ntsr2|ENSRNOT00000071387	178.687	181.108	152.468	142.865	116.802	126.072	103.332	135.395	192.442	191.728	168.929
Nts|ENSRNOT00000005706	15.207	17.509	15.873	20.289	14.393	7.151	7.092	15.863	12.865	9.737	8.184
Nuak1|ENSRNOT00000010636	13.409	14.658	15.040	14.209	12.051	11.428	10.090	11.666	11.290	11.002	12.099
Nuak2|ENSRNOT00000000039	4.443	4.129	4.519	3.289	4.186	4.067	4.813	5.506	3.769	4.793	4.437
Nub1|ENSRNOT00000045311	96.594	107.762	110.952	96.713	82.104	70.975	68.648	89.511	85.936	74.806	73.182
Nubp1|ENSRNOT00000003479	34.332	31.714	35.138	38.255	34.265	36.333	34.762	38.136	35.445	33.296	31.690
Nubp2|ENSRNOT00000020504	38.786	34.498	32.404	44.213	44.254	51.043	49.869	47.753	35.567	39.516	39.018
Nubpl|ENSRNOT00000038074	5.085	4.696	5.548	5.209	5.605	6.026	7.548	5.165	6.883	7.077	6.852
Nucb1|ENSRNOT00000028390	212.332	229.316	207.823	190.411	212.349	196.342	182.778	179.110	185.647	161.258	177.263
Nucb2|ENSRNOT00000027752	9.456	7.284	7.910	8.871	11.224	27.702	24.657	20.562	14.379	17.542	22.914
Nucks1|ENSRNOT00000075674	50.813	47.227	48.981	56.783	54.609	52.391	55.515	65.088	54.004	52.222	59.120
Nudcd1|ENSRNOT00000006685	6.940	7.425	7.987	7.146	7.119	5.861	5.420	5.616	6.688	5.186	6.408
Nudcd2|ENSRNOT00000086814	17.237	15.192	15.476	19.180	21.788	23.253	25.142	18.491	19.606	22.200	22.802
Nudcd3|ENSRNOT00000083191	97.524	123.930	106.923	126.404	106.498	89.890	85.502	107.482	111.901	81.867	90.863
Nudc|ENSRNOT00000079380	141.907	153.716	141.312	125.239	153.878	111.609	114.164	122.756	137.031	130.151	116.520
Nudt10|ENSRNOT00000048236	14.403	13.736	16.996	12.042	12.951	8.047	7.641	11.620	11.858	11.626	11.971
Nudt11|ENSRNOT00000045710	57.456	67.508	61.053	53.045	56.426	33.673	30.441	36.400	49.050	40.600	35.710
Nudt12|ENSRNOT00000066968	8.537	8.656	9.141	6.135	8.050	6.780	7.667	6.618	6.543	8.838	8.277
Nudt13|ENSRNOT00000070933	3.103	3.131	3.140	2.305	2.273	2.890	2.066	2.261	3.015	2.046	2.402
Nudt14|ENSRNOT00000019550	17.346	19.648	18.640	26.329	17.643	19.760	20.021	24.583	19.698	16.201	18.025
Nudt15|ENSRNOT00000077733	5.121	3.192	5.588	5.372	6.554	6.083	5.242	5.070	5.651	4.946	5.478
Nudt16l1|ENSRNOT00000004314	39.237	35.840	32.255	27.989	29.523	28.398	31.196	35.773	36.840	40.037	34.945
Nudt16|ENSRNOT00000017318	19.539	17.823	15.436	16.833	17.849	17.256	14.096	14.579	18.123	16.856	14.205
Nudt17|ENSRNOT00000031484	1.149	0.942	0.887	0.781	1.114	0.648	0.862	0.613	1.030	0.789	0.879
Nudt18|ENSRNOT00000015969	26.940	28.168	28.066	25.040	28.772	33.796	28.197	27.478	26.124	29.016	26.102
Nudt19|ENSRNOT00000079088	18.719	20.744	21.250	19.727	20.624	19.309	17.476	20.870	18.945	14.842	18.449
Nudt1|ENSRNOT00000001700	9.718	6.968	7.528	9.808	10.787	13.392	12.462	10.010	11.720	12.940	10.304
Nudt21|ENSRNOT00000026297	39.547	33.391	34.471	44.186	42.863	49.463	46.580	42.684	42.076	40.509	43.073
Nudt22|ENSRNOT00000028734	14.236	17.932	14.708	16.705	15.998	10.026	11.580	13.423	14.535	14.273	13.494
Nudt2|ENSRNOT00000017712	74.014	67.430	64.006	61.412	67.162	60.179	66.540	77.568	73.579	85.616	73.985
Nudt3|ENSRNOT00000083169	189.422	207.970	192.428	172.038	172.894	123.908	121.101	148.273	180.917	179.027	174.160
Nudt4|ENSRNOT00000012363	92.629	68.475	85.065	158.485	115.724	90.077	85.277	86.682	90.018	100.863	105.624
Nudt5|ENSRNOT00000023892	10.136	7.763	6.556	4.878	8.578	10.459	9.540	6.983	6.850	8.437	8.171
Nudt5|ENSRNOT00000082669	13.482	13.583	13.791	14.645	18.317	19.890	20.122	14.284	14.087	18.063	13.221
Nudt6|ENSRNOT00000023437	4.137	3.328	4.508	4.522	3.437	4.456	5.179	8.160	6.159	6.124	4.231
Nudt6|ENSRNOT00000023448	0.960	2.911	1.417	3.533	1.837	0.435	0.628	4.992	0.982	1.042	1.465
Nudt6|ENSRNOT00000084825	16.165	13.225	18.286	44.485	44.249	25.447	17.518	13.087	18.000	18.777	20.232
Nudt7|ENSRNOT00000034012	7.495	13.484	12.198	11.384	12.903	10.823	7.859	8.887	10.970	7.178	10.715
Nudt7|ENSRNOT00000093238	0.000	1.146	0.994	2.057	0.307	0.760	0.244	0.000	1.266	0.000	1.077
Nudt7|ENSRNOT00000093392	5.266	0.000	0.000	0.808	0.000	0.198	5.694	2.900	0.000	0.979	1.029
Nudt7|ENSRNOT00000093714	3.399	4.465	3.004	3.290	3.371	3.051	0.850	1.321	2.240	1.659	4.100
Nudt8|ENSRNOT00000024237	22.786	20.014	19.836	22.100	21.966	14.542	14.649	15.160	21.554	23.917	22.616
Nudt9|ENSRNOT00000002973	57.572	62.848	61.338	61.526	68.850	57.813	58.424	65.681	58.046	54.203	61.358
Nuf2|ENSRNOT00000003650	1.536	1.285	1.309	2.904	1.989	6.714	6.243	3.676	3.478	2.203	2.677
Nufip1|ENSRNOT00000001366	10.599	13.143	12.537	15.767	14.222	14.805	12.238	13.348	12.380	10.996	11.853
Nufip2|ENSRNOT00000030501	20.754	21.053	22.055	23.526	18.878	20.917	17.496	19.150	14.093	14.750	17.622
Numa1|ENSRNOT00000000474	20.395	22.146	20.558	13.902	15.285	18.238	14.703	15.784	14.544	13.809	17.863
Numa1|ENSRNOT00000055249	13.904	13.898	13.218	10.526	11.178	13.449	12.142	11.999	10.377	10.135	12.039
Numbl|ENSRNOT00000057213	10.388	13.220	9.276	15.170	15.817	11.274	11.432	12.518	12.397	9.901	12.697
Numbl|ENSRNOT00000090478	3.110	2.967	3.849	3.125	2.211	2.881	2.730	1.687	1.578	1.153	2.597
Numb|ENSRNOT00000013026	13.219	11.674	10.471	8.214	10.680	7.184	9.163	10.299	8.427	7.142	8.749
Numb|ENSRNOT00000042594	4.628	6.199	7.501	4.929	6.146	5.475	5.610	4.015	3.499	4.027	5.253
Nup107|ENSRNOT00000009203	6.209	6.979	6.857	7.505	8.453	7.380	7.130	6.558	6.385	6.052	7.034
Nup133|ENSRNOT00000024182	6.558	7.141	6.604	6.313	6.677	7.740	7.067	5.877	5.537	5.753	5.962
Nup153|ENSRNOT00000001979	12.968	12.336	13.266	13.320	14.877	12.877	12.254	10.253	9.829	10.098	11.507
Nup155|ENSRNOT00000082694	9.448	10.554	10.033	10.627	10.119	10.058	8.483	8.800	8.293	7.742	9.067
Nup160|ENSRNOT00000030750	5.259	5.307	5.896	6.389	5.547	7.657	5.855	4.778	4.655	4.917	5.387
Nup188|ENSRNOT00000030996	7.315	8.117	7.093	7.039	8.834	10.488	8.095	6.928	5.844	5.996	7.387
Nup205|ENSRNOT00000014832	5.000	5.394	5.181	5.796	6.683	6.466	6.040	4.356	4.165	3.409	5.198
Nup210l|ENSRNOT00000087063	0.210	0.229	0.128	0.197	0.187	0.144	0.204	0.128	0.112	0.172	0.153
Nup210|ENSRNOT00000008888	2.762	3.548	3.242	3.707	3.742	3.451	2.968	3.046	2.981	2.433	3.023
Nup214|ENSRNOT00000037164	11.865	12.675	12.648	10.848	9.729	10.910	9.325	10.442	8.178	8.315	9.563
Nup214|ENSRNOT00000072628	11.154	12.433	13.803	11.115	9.033	9.780	10.056	8.755	8.701	7.699	9.110
Nup35|ENSRNOT00000012628	17.473	12.970	15.383	18.311	21.256	16.196	16.590	13.780	14.652	18.161	15.221
Nup37|ENSRNOT00000006760	1.027	0.000	0.000	0.000	0.000	0.376	3.050	0.000	0.000	0.000	1.488
Nup37|ENSRNOT00000079168	6.442	6.174	6.221	6.586	8.996	11.650	9.085	10.210	7.265	7.465	7.683
Nup37|ENSRNOT00000089161	1.164	1.307	1.194	0.989	0.817	1.292	1.131	1.187	1.284	0.862	1.321
Nup43|ENSRNOT00000073528	0.000	0.000	0.000	0.000	0.000	0.106	0.639	0.000	1.540	0.000	0.000
Nup43|ENSRNOT00000080138	8.357	9.211	7.750	10.852	10.815	7.381	7.634	8.526	6.947	6.980	8.220
Nup50|ENSRNOT00000018155	16.766	18.955	18.884	14.587	18.019	17.859	12.817	15.461	13.318	13.456	15.432
Nup50|ENSRNOT00000080933	3.685	2.185	3.997	6.114	7.209	7.242	11.909	11.044	6.385	9.338	4.402
Nup54|ENSRNOT00000003070	9.919	10.116	9.230	10.852	11.939	11.637	9.703	9.258	10.544	11.634	10.340
Nup58|ENSRNOT00000017204	15.956	16.225	16.140	15.673	14.745	11.612	10.327	10.795	11.233	10.895	10.684
Nup58|ENSRNOT00000063943	4.716	3.648	3.665	3.454	4.313	4.100	2.475	3.474	3.537	2.199	3.367
Nup62cl|ENSRNOT00000088979	0.151	0.635	0.150	0.132	0.518	0.000	0.101	0.664	0.309	0.265	0.257
Nup62|ENSRNOT00000074847	38.506	34.702	32.593	37.087	37.878	35.730	34.108	31.591	35.322	39.369	42.046
Nup85|ENSRNOT00000005035	11.383	10.488	8.988	10.412	11.775	10.629	11.489	10.473	8.837	9.010	9.755
Nup88|ENSRNOT00000009015	15.528	17.152	16.731	16.943	17.737	23.173	19.744	17.956	16.493	16.970	17.765
Nup93|ENSRNOT00000025086	9.236	9.359	10.356	11.667	11.876	12.429	11.090	11.781	9.712	8.632	9.635
Nup98|ENSRNOT00000027575	11.011	10.482	11.574	10.176	10.161	13.333	11.389	10.603	8.090	8.286	11.047
Nup98|ENSRNOT00000027590	1.096	0.381	0.455	0.908	1.033	1.575	1.565	1.205	0.732	1.209	1.383
Nupl2|ENSRNOT00000013865	5.175	5.690	5.781	6.720	6.412	7.180	6.203	6.715	4.990	5.821	5.666
Nupr1|ENSRNOT00000025988	122.434	34.125	24.796	13.374	16.978	64.567	179.868	97.106	60.647	87.247	124.476
Nupr2|ENSRNOT00000001218	87.612	78.396	76.565	95.118	79.507	78.527	71.754	88.388	84.207	89.163	74.850
Nus1|ENSRNOT00000000467	33.443	34.366	37.097	34.227	32.371	29.041	26.755	28.520	23.863	25.784	26.449
Nusap1|ENSRNOT00000052312	0.135	0.049	0.000	0.303	0.201	3.067	3.759	0.681	0.788	0.422	0.431
Nusap1|ENSRNOT00000081934	1.223	1.320	0.950	0.968	0.906	2.548	1.639	1.790	1.050	0.689	1.244
Nutf2|ENSRNOT00000025608	35.179	38.129	33.736	33.634	39.295	34.896	35.361	32.588	34.813	33.605	34.975
Nutm1|ENSRNOT00000006876	0.380	0.614	0.776	0.639	0.588	0.268	0.169	0.289	0.334	0.202	0.239
Nvl|ENSRNOT00000004927	3.782	4.466	4.658	3.377	4.689	5.003	4.747	5.112	3.751	3.806	5.083
Nvl|ENSRNOT00000086888	1.095	1.477	1.258	1.695	1.570	2.199	1.463	1.446	1.454	1.740	1.287
Nwd1|ENSRNOT00000080387	22.602	30.713	27.518	26.015	19.618	16.247	11.757	17.334	17.729	13.283	12.603
Nwd2|ENSRNOT00000079269	1.869	1.720	2.071	1.106	1.483	0.795	0.838	0.927	1.096	0.848	1.038
Nxf1|ENSRNOT00000026033	44.410	52.025	45.890	33.464	38.438	44.306	35.042	26.266	28.814	29.062	38.667
Nxf2|ENSRNOT00000015806	0.137	0.267	0.135	0.119	0.062	0.074	0.030	0.120	0.063	0.242	0.195
Nxnl1|ENSRNOT00000024434	1.017	1.069	1.678	1.476	0.580	0.689	0.939	0.743	1.717	0.919	1.076
Nxnl1|ENSRNOT00000080706	0.257	0.000	0.426	0.000	0.146	0.000	0.190	0.000	0.000	0.000	0.361
Nxnl2|ENSRNOT00000019489	1.615	1.805	1.998	2.577	2.208	0.109	0.716	1.181	1.286	0.707	1.145
Nxn|ENSRNOT00000050232	36.108	27.445	26.793	20.285	24.878	35.760	42.919	28.031	32.312	44.732	38.771
Nxpe1|ENSRNOT00000047264	0.331	0.000	0.370	0.146	0.000	0.389	0.241	0.000	0.125	0.000	0.399
Nxpe1|ENSRNOT00000072518	2.815	3.186	4.707	0.883	1.318	3.676	2.970	3.301	2.136	2.262	3.571
Nxpe2|ENSRNOT00000037353	0.859	0.719	1.334	0.534	0.545	8.125	3.513	3.287	0.805	1.084	0.788
Nxpe3|ENSRNOT00000002188	15.680	20.513	19.477	17.212	16.008	10.093	8.635	11.394	15.587	10.595	11.645
Nxpe5l1|ENSRNOT00000030161	0.432	0.478	0.000	0.000	0.000	0.494	0.263	0.113	0.692	0.152	0.000
Nxpe5l1|ENSRNOT00000060024	0.245	1.601	0.498	0.055	0.172	0.000	0.000	0.122	0.000	0.337	0.593
Nxpe5|ENSRNOT00000060048	0.000	0.064	0.249	0.110	0.129	0.000	0.000	0.479	0.066	0.062	0.000
Nxph1|ENSRNOT00000011833	23.345	26.656	31.950	21.871	20.539	12.285	12.075	16.918	21.296	17.992	15.449
Nxph2|ENSRNOT00000062080	2.122	3.424	4.526	2.131	1.898	0.929	1.303	2.863	3.107	2.706	2.356
Nxph3|ENSRNOT00000007133	5.406	3.346	5.769	3.951	3.321	1.801	2.771	2.849	3.922	3.108	2.593
Nxph4|ENSRNOT00000047449	26.218	38.898	33.027	31.092	17.407	6.654	7.386	9.628	18.450	11.666	10.116
Nxt1|ENSRNOT00000006205	12.740	10.205	9.494	18.443	21.439	27.456	28.570	19.970	20.010	17.531	20.091
Nxt2|ENSRNOT00000025912	4.905	3.770	4.454	4.027	5.021	5.817	5.690	4.414	6.027	6.310	5.936
Nyap2|ENSRNOT00000041337	4.941	6.864	6.722	4.982	4.912	2.339	1.983	3.191	3.448	2.815	2.695
Nynrin|ENSRNOT00000074659	4.526	4.781	5.181	3.653	2.987	3.664	4.162	4.209	3.545	2.828	3.860
Nyx|ENSRNOT00000013382	1.515	2.280	1.996	2.900	2.103	1.436	1.345	2.440	1.082	0.492	0.692
Oacyl|ENSRNOT00000066659	1.725	1.026	1.661	0.765	1.561	0.897	1.135	0.826	1.008	1.101	1.044
Oaf|ENSRNOT00000012826	24.127	25.668	19.027	27.070	33.234	49.864	49.394	37.682	33.066	33.506	45.485
Oard1|ENSRNOT00000067623	10.396	9.307	9.518	7.230	7.841	8.958	9.855	8.182	7.810	9.691	10.040
Oard1|ENSRNOT00000078227	11.982	15.571	13.125	11.113	9.379	15.288	13.127	11.080	11.376	16.113	15.135
Oas1a|ENSRNOT00000038426	9.003	10.410	14.668	4.216	2.015	13.324	4.077	2.771	2.180	1.393	5.052
Oas1a|ENSRNOT00000048450	2.025	3.156	1.023	2.082	3.619	8.370	1.186	0.000	2.287	1.201	3.473
Oas1a|ENSRNOT00000067176	0.000	0.492	0.290	0.337	0.192	1.095	0.000	0.000	0.000	0.000	0.107
Oas1e|ENSRNOT00000049622	0.000	0.202	0.000	0.210	0.124	0.196	0.000	0.000	0.375	0.000	0.000
Oas1f|ENSRNOT00000001853	41.516	40.278	52.699	25.795	9.926	21.917	14.072	10.412	7.292	7.756	16.107
Oas1f|ENSRNOT00000048782	0.964	0.468	0.720	0.468	0.397	0.957	0.408	0.327	0.200	0.240	0.346
Oas1f|ENSRNOT00000075234	0.000	0.226	0.000	2.151	0.000	0.000	0.565	0.302	0.000	0.000	0.175
Oas1f|ENSRNOT00000081108	2.277	1.400	1.245	0.683	0.302	0.000	0.000	0.000	0.090	0.167	0.559
Oas1f|ENSRNOT00000088023	0.746	0.344	0.629	0.076	0.000	0.282	0.654	0.418	0.067	0.331	0.202
Oas1g|ENSRNOT00000041741	16.274	13.502	21.118	7.558	2.751	3.464	3.863	1.882	1.802	2.915	4.864
Oas1h|ENSRNOT00000085747	0.778	0.551	0.650	0.417	0.000	0.097	0.199	0.000	0.000	0.053	0.205
Oas1i|ENSRNOT00000043279	6.080	9.846	6.807	4.619	1.123	0.883	2.082	1.882	0.901	0.000	1.445
Oas2|ENSRNOT00000072024	2.331	2.710	2.253	0.193	0.581	6.047	1.174	0.331	0.747	0.463	1.922
Oas2|ENSRNOT00000077542	1.014	1.969	1.748	0.853	0.407	2.120	0.563	0.581	0.463	0.207	1.551
Oas2|ENSRNOT00000091460	0.000	0.000	1.726	0.000	0.000	0.273	0.378	0.000	0.150	0.000	0.501
Oas3|ENSRNOT00000090867	0.975	0.604	0.745	0.520	0.601	1.456	0.880	0.608	0.741	0.418	1.295
Oasl2|ENSRNOT00000001600	30.528	33.343	46.386	14.652	8.775	30.840	14.029	6.618	7.943	9.325	17.146
Oasl|ENSRNOT00000001570	4.039	6.261	9.335	3.002	1.887	8.068	2.982	1.885	1.886	2.057	6.971
Oat|ENSRNOT00000022628	53.680	54.458	52.536	49.183	46.239	53.139	56.149	50.098	56.189	50.498	59.632
Oaz1|ENSRNOT00000026341	1013.490	1001.750	902.819	1118.320	1191.330	1072.050	1201.860	1184.100	1097.910	1007.130	1011.380
Oaz2|ENSRNOT00000021372	264.115	297.911	287.927	273.741	259.086	255.344	243.307	258.361	232.521	240.125	227.871
Oaz3|ENSRNOT00000028303	1.793	1.957	1.599	0.312	1.104	0.146	0.954	0.472	2.189	0.781	0.456
Obi1|ENSRNOT00000012881	5.040	5.471	6.100	4.966	4.973	4.737	4.213	4.060	4.459	4.541	4.709
Obscn|ENSRNOT00000084697	0.181	0.124	0.228	0.211	0.188	0.179	0.262	0.172	0.058	0.126	0.355
Obscn|ENSRNOT00000087926	0.139	0.120	0.221	0.087	0.154	0.350	0.450	0.459	0.136	0.354	0.925
Obsl1|ENSRNOT00000020673	7.083	6.593	6.361	4.402	4.372	4.686	4.673	3.928	4.161	3.568	6.490
Oc90|ENSRNOT00000042522	0.000	0.393	0.207	0.136	0.071	0.212	0.000	0.091	0.000	0.092	0.089
Oca2|ENSRNOT00000019498	0.907	1.243	0.967	1.767	1.906	1.355	1.304	1.402	1.458	1.543	1.027
Ocel1|ENSRNOT00000051802	11.597	11.216	6.245	9.789	11.533	9.935	13.065	9.147	10.147	9.899	11.648
Ocel1|ENSRNOT00000092073	14.070	13.345	16.104	11.837	16.936	9.890	7.731	11.451	10.751	8.876	10.713
Ociad1|ENSRNOT00000002996	291.000	312.673	332.528	280.559	272.635	176.040	173.887	206.903	247.232	220.175	206.417
Ociad2|ENSRNOT00000002991	60.572	75.492	68.144	62.093	68.689	88.508	77.004	87.688	74.541	49.145	54.178
Ocln|ENSRNOT00000024674	6.166	6.756	6.221	2.972	3.844	9.135	6.902	7.638	5.260	7.524	7.182
Ocln|ENSRNOT00000084667	1.420	0.500	0.693	0.642	0.563	1.976	2.387	1.272	1.757	1.213	2.157
Ocm2|ENSRNOT00000092601	0.000	0.882	0.624	0.000	0.431	0.512	0.279	0.184	0.850	0.000	0.178
Ocrl|ENSRNOT00000005267	8.216	7.900	8.642	7.801	6.554	6.157	4.983	6.053	6.423	5.336	6.328
Ocrl|ENSRNOT00000082363	0.035	0.944	0.000	1.375	0.618	0.829	1.427	1.129	0.000	0.000	0.000
